"ID","LocationISO2","VAT","TimeStamp","OEM","Category","CollectDTG","CollectedPrice","ConditionData","PriceConvertedUSD","CurrencyID","Description","LocationSpecific","ListingType","LocationCity","LocationCountry","CollectedOEM","CollectedModel","ModelYear","Notes","OptionalEquipmentIncluded","Qty","SellerCompany","SellerID","SellerNumberOfTransactions","SellerRating","SerialNumber","ShipsTo","NumberSold","SourceFilename","SourcePlatform","SourceType","SourceURL","CollectedTitle","ItemUserViewsData","ItemWatchers","Filename","MOSD","Date","Title","Model","ReqdDate","noOfTransactions","transactionMonths","noOfViews","locationCityFinal","locationStateFinal","locationCountryFinal","locationISO2Final","latitude","longitude","GeoRef","Tariff"
"10490312","NULL",1,"NULL","GE","RAD","2018-04-10 20:22:21",5900,"Used","NULL","USD","We have 8 units in stock, Contact US!!! Used equipment can sell very quickly. Contact the seller asap to discuss this GE AMX 4 Plus.","NULL","NULL","NULL","FL/Miami-Dade/Miami Lakes, US, US","NULL","NULL","NULL","NULL","NULL",1,"Oswaldo G. Oswaldo G.","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Kit-Mondo","Website","http://www.kitmondo.com/used-ge-amx-4-plus-for-sale/ref639075","GE AMX 4 Plus","NULL","NULL","medicalDB180409.csv","   GE AMX 4 Plus  ",2018-04-10,"GE AMX 4 Plus","AMX 4 Plus","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","FL/Miami-Dade/Miami Lakes, US, US",1
"10490418","NULL",1,"NULL","GE","CT","2018-04-10 20:27:09",115000,"Used","NULL","USD","","NULL","NULL","NULL","USA","NULL","NULL","NULL","NULL","NULL",1,"Nags C. Nags C.","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Kit-Mondo","Website","http://www.kitmondo.com/ge-lightspeed-16-slice/ref512751","GE LightSpeed 16 Slice","NULL","NULL","medicalDB180409.csv","   GE LightSpeed 16 Slice  ",2018-04-10,"GE LightSpeed 16 Slice","Lightspeed 16","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","USA",1
"10552328","NULL",1,"NULL","GE","MRI","2018-04-16 11:04:23",325000,"Used","NULL","USD","MRI Scanner GE Discovery MR450 1.5T The GE Discovery MR450 1.5T MRI machine provides the most advanced capabilities available in MR imaging. Equipped with a proven, short bore, superconducting magnet, the GE Discovery MR450 1.5T MRI features 64 element architecture than can accommodate patients up to 500 pounds. Feel free to contact me for more information: Phone: +38 095 2383 415 Email: natalia@bimedis.com https://bimedis.com/contacts Item details: https://goo.gl/Nf5Wfz Used equipment can sell very quickly. Contact the seller asap to discuss this GE Discovery MR450 1.5T.","NULL","NULL","NULL","US","NULL","NULL","NULL","NULL","NULL",1,"Nataliya Nataliya","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180416.csv","Kit-Mondo","Website","http://www.kitmondo.com/used-ge-discovery-mr450-1-5t-for-sale/ref649056","GE Discovery MR450 1.5T","NULL","NULL","medicalDB180416.csv","   GE Discovery MR450 1.5T  ",2018-04-16,"GE Discovery MR450 1.5T","Optima MR450W","2018-04-16",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","US",1
"10552332","NULL",1,"NULL","GE","CT","2018-04-16 11:04:35",180000,"Used","NULL","USD","CT Scanner GE LightSpeed VCT 64 The GE LightSpeed VCT is a whole body CT scanner that has been designed to produce advanced cardiac and neuro imaging using SnapShot Pulse. This scanner also uses the VolumeShuttle acquisition technique to enable 80 mm of volume coverage. Feel free to contact me for more information: Phone: +38 095 2383 415 Email: natalia@bimedis.com https://bimedis.com/contacts Item details: https://goo.gl/n1wsqv Used equipment can sell very quickly. Contact the seller asap to discuss this GE LightSpeed VCT 64.","NULL","NULL","NULL","US","NULL","NULL","NULL","NULL","NULL",1,"Nataliya Nataliya","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180416.csv","Kit-Mondo","Website","http://www.kitmondo.com/used-ge-lightspeed-vct-64-for-sale-5/ref649052","GE LightSpeed VCT 64","NULL","NULL","medicalDB180416.csv","   GE LightSpeed VCT 64  ",2018-04-16,"GE LightSpeed VCT 64","Lightspeed VCT 64","2018-04-16",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","US",1
"10552333","NULL",1,"NULL","GE","CT","2018-04-16 11:04:38",135000,"Used","NULL","USD","CT Scanner GE LightSpeed VCT 64 The GE LightSpeed VCT is a whole body CT scanner that has been designed to produce advanced cardiac and neuro imaging using SnapShot Pulse. This scanner also uses the VolumeShuttle acquisition technique to enable 80 mm of volume coverage. Feel free to contact me for more information: Phone: +38 095 2383 415 Email: natalia@bimedis.com https://bimedis.com/contacts Item details: https://goo.gl/wDNXg6 Used equipment can sell very quickly. Contact the seller asap to discuss this GE LightSpeed VCT 64.","NULL","NULL","NULL","US","NULL","NULL","NULL","NULL","NULL",1,"Nataliya Nataliya","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180416.csv","Kit-Mondo","Website","http://www.kitmondo.com/used-ge-lightspeed-vct-64-for-sale-4/ref649051","GE LightSpeed VCT 64","NULL","NULL","medicalDB180416.csv","   GE LightSpeed VCT 64  ",2018-04-16,"GE LightSpeed VCT 64","Lightspeed VCT 64","2018-04-16",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","US",1
"10552334","NULL",1,"NULL","GE","CT","2018-04-16 11:04:41",125000,"Used","NULL","USD","CT Scanner GE LightSpeed VCT 64 The GE LightSpeed VCT is a whole body CT scanner that has been designed to produce advanced cardiac and neuro imaging using SnapShot Pulse. This scanner also uses the VolumeShuttle acquisition technique to enable 80 mm of volume coverage. Feel free to contact me for more information: Phone: +38 095 2383 415 Email: natalia@bimedis.com https://bimedis.com/contacts Item details: https://goo.gl/b9zfis Used equipment can sell very quickly. Contact the seller asap to discuss this GE LightSpeed VCT 64.","NULL","NULL","NULL","US","NULL","NULL","NULL","NULL","NULL",1,"Nataliya Nataliya","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180416.csv","Kit-Mondo","Website","http://www.kitmondo.com/used-ge-lightspeed-vct-64-for-sale-3/ref649050","GE LightSpeed VCT 64","NULL","NULL","medicalDB180416.csv","   GE LightSpeed VCT 64  ",2018-04-16,"GE LightSpeed VCT 64","Lightspeed VCT 64","2018-04-16",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","US",1
"10552335","NULL",1,"NULL","GE","CT","2018-04-16 11:04:43",150000,"Used","NULL","USD","CT Scanner GE LightSpeed VCT 64 The GE LightSpeed VCT is a whole body CT scanner that has been designed to produce advanced cardiac and neuro imaging using SnapShot Pulse. This scanner also uses the VolumeShuttle acquisition technique to enable 80 mm of volume coverage. Feel free to contact me for more information: Phone: +38 095 2383 415 Email: natalia@bimedis.com https://bimedis.com/contacts Item details: https://goo.gl/Lkiw42 Used equipment can sell very quickly. Contact the seller asap to discuss this GE LightSpeed VCT 64.","NULL","NULL","NULL","US","NULL","NULL","NULL","NULL","NULL",1,"Nataliya Nataliya","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180416.csv","Kit-Mondo","Website","http://www.kitmondo.com/used-ge-lightspeed-vct-64-for-sale-2/ref649049","GE LightSpeed VCT 64","NULL","NULL","medicalDB180416.csv","   GE LightSpeed VCT 64  ",2018-04-16,"GE LightSpeed VCT 64","Lightspeed VCT 64","2018-04-16",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","US",1
"10552336","NULL",1,"NULL","GE","CT","2018-04-16 11:04:46",135000,"Used","NULL","USD","CT Scanner GE LightSpeed VCT 64 The GE LightSpeed VCT is a whole body CT scanner that has been designed to produce advanced cardiac and neuro imaging using SnapShot Pulse. This scanner also uses the VolumeShuttle acquisition technique to enable 80 mm of volume coverage. Feel free to contact me for more information: Phone: +38 095 2383 415 Email: natalia@bimedis.com https://bimedis.com/contacts Item details: https://goo.gl/hgon78 Used equipment can sell very quickly. Contact the seller asap to discuss this GE LightSpeed VCT 64.","NULL","NULL","NULL","US","NULL","NULL","NULL","NULL","NULL",1,"Nataliya Nataliya","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180416.csv","Kit-Mondo","Website","http://www.kitmondo.com/used-ge-lightspeed-vct-64-for-sale/ref649048","GE LightSpeed VCT 64","NULL","NULL","medicalDB180416.csv","   GE LightSpeed VCT 64  ",2018-04-16,"GE LightSpeed VCT 64","Lightspeed VCT 64","2018-04-16",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","US",1
"10552337","NULL",1,"NULL","GE","CT","2018-04-16 11:04:48",48000,"Used","NULL","USD","CT Scanner GE LightSpeed Ultra 8 GE Lightspeed 8 Ultra CT scanner remains one of the fastest 8-slice CT machines on the market today. When released, the Lightspeed 8 Ultra was advertised as a premium pediatric CT scanner because it could deliver pediatric exams up to 3-times faster than a 4-slice CT scanner. Today it remains true. Feel free to contact me for more information: Phone: +38 095 2383 415 Email: natalia@bimedis.com https://bimedis.com/contacts Item details: https://goo.gl/b4knpq Used equipment can sell very quickly. Contact the seller asap to discuss this GE LightSpeed Ultra 8.","NULL","NULL","NULL","US","NULL","NULL","NULL","NULL","NULL",1,"Nataliya Nataliya","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180416.csv","Kit-Mondo","Website","http://www.kitmondo.com/used-ge-lightspeed-ultra-8-for-sale/ref649047","GE LightSpeed Ultra 8","NULL","NULL","medicalDB180416.csv","   GE LightSpeed Ultra 8  ",2018-04-16,"GE LightSpeed Ultra 8","Lightspeed Ultra","2018-04-16",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","US",1
"10552346","NULL",1,"NULL","GE","MRI","2018-04-16 11:05:33",59000,"Used","NULL","USD","Mammography Machine GE Senographe Essential Senographe Essential digital mammography system is an upgradeable platform designed to deliver clinical confidence and give you what you need to deliver high-quality care. Senographe Essential lets you perform a wide variety of breast procedures from in-office or mobile screening to advanced diagnostic procedures. Feel free to contact me for more information: Phone: +38 095 2383 415 Email: natalia@bimedis.com https://bimedis.com/contacts Item details: https://goo.gl/aspSsw Used equipment can sell very quickly. Contact the seller asap to discuss this GE Senographe Essential.","NULL","NULL","NULL","US","NULL","NULL","NULL","NULL","NULL",1,"Nataliya Nataliya","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180416.csv","Kit-Mondo","Website","http://www.kitmondo.com/used-ge-senographe-essential-for-sale/ref649038","GE Senographe Essential","NULL","NULL","medicalDB180416.csv","   GE Senographe Essential  ",2018-04-16,"GE Senographe Essential","Senographe Essential","2018-04-16",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","US",1
"10552347","NULL",1,"NULL","Hologic","MRI","2018-04-16 11:05:38",39500,"Used","NULL","USD","Mammography Machine HOLOGIC Selenia Digital Mammography Hologic offers a complete line of digital mammography products designed to fit virtually every institutional budget and objective — without sacrificing image quality. Hologic Selenia Digital Mammo 2007 2009 Detector 2011 X-Ray Tube Console, Monitor, Keyboard, Compressio Padles, Magnification Stand. Feel free to contact me for more information: Phone: +38 095 2383 415 Email: natalia@bimedis.com https://bimedis.com/contacts Item details: https://goo.gl/X73R9y Used equipment can sell very quickly. Contact the seller asap to discuss this HOLOGIC Selenia.","NULL","NULL","NULL","US","NULL","NULL","NULL","NULL","NULL",1,"Nataliya Nataliya","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180416.csv","Kit-Mondo","Website","http://www.kitmondo.com/used-hologic-selenia-for-sale/ref649036","Hologic Selenia","NULL","NULL","medicalDB180416.csv","   Hologic Selenia  ",2018-04-16,"Hologic Selenia","Selenia","2018-04-16",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","US",1
"10552546","NULL",1,"NULL","GE","RAD","2018-04-16 11:16:21",5900,"Used","NULL","USD","We have 8 units in stock, Contact US!!! Used equipment can sell very quickly. Contact the seller asap to discuss this GE AMX 4 Plus.","NULL","NULL","NULL","FL/Miami-Dade/Miami Lakes, US, US","NULL","NULL","NULL","NULL","NULL",1,"Oswaldo G. Oswaldo G.","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180416.csv","Kit-Mondo","Website","http://www.kitmondo.com/used-ge-amx-4-plus-for-sale/ref639075","GE AMX 4 Plus","NULL","NULL","medicalDB180416.csv","   GE AMX 4 Plus  ",2018-04-16,"GE AMX 4 Plus","AMX 4 Plus","2018-04-16",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","FL/Miami-Dade/Miami Lakes, US, US",1
"10552652","NULL",1,"NULL","GE","CT","2018-04-16 11:21:37",115000,"Used","NULL","USD","","NULL","NULL","NULL","USA","NULL","NULL","NULL","NULL","NULL",1,"Nags C. Nags C.","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180416.csv","Kit-Mondo","Website","http://www.kitmondo.com/ge-lightspeed-16-slice/ref512751","GE LightSpeed 16 Slice","NULL","NULL","medicalDB180416.csv","   GE LightSpeed 16 Slice  ",2018-04-16,"GE LightSpeed 16 Slice","Lightspeed 16","2018-04-16",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","USA",1
"10569116","NULL",1,"NULL","Philips","CT","2018-04-10 17:39:33",104150,"Used","NULL","USD","","NULL","NULL","US","NULL","PHILIPS","NULL","NULL","NULL","NULL",1,"Medical Price Online","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medical-Price-Online","Website","https://www.medicalpriceonline.com/used-medical-equipment/philips/philips-mx8000-16/","PHILIPS Mx8000 16","NULL","NULL","medicalDB180409.csv","Imaging PHILIPS  PHILIPS Mx8000 16  ",2018-04-10,"PHILIPS Mx8000 16","MX8000 16 Slice","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","US",1
"10570063","NULL",1,"NULL","Siemens","CT","2018-04-10 17:40:11",75000,"Unknown","NULL","USD","","NULL","NULL","US","NULL","SIEMENS","NULL","NULL","NULL","NULL",1,"Medical Price Online","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medical-Price-Online","Website","https://www.medicalpriceonline.com/used-medical-equipment/siemens/siemens-sensation-4/","SIEMENS Sensation 4","NULL","NULL","medicalDB180409.csv","CT SIEMENS  SIEMENS Sensation 4  ",2018-04-10,"SIEMENS Sensation 4","Sensation 4","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","US",1
"10589412","NULL",1,"NULL","GE","MRI","2018-04-10 17:58:12",325000,"Used","NULL","USD","MRI Scanner GE Discovery MR450 1.5T The GE Discovery MR450 1.5T MRI machine provides the most advanced capabilities available in MR imaging. Equipped with a proven, short bore, superconducting magnet, the GE Discovery MR450 1.5T MRI features 64 element architecture than can accommodate patients up to 500 pounds. Feel free to contact me for more information: Phone: +38 095 2383 415 Email: natalia@bimedis.com https://bimedis.com/contacts Item details: https://goo.gl/Nf5Wfz Used equipment can sell very quickly. Contact the seller asap to discuss this GE Discovery MR450 1.5T.","NULL","NULL","NULL","US","NULL","NULL","NULL","NULL","NULL",1,"Nataliya Nataliya","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Kit-Mondo","Website","http://www.kitmondo.com/used-ge-discovery-mr450-1-5t-for-sale/ref649056","GE Discovery MR450 1.5T","NULL","NULL","medicalDB180409.csv","   GE Discovery MR450 1.5T  ",2018-04-10,"GE Discovery MR450 1.5T","Optima MR450W","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","US",1
"10589416","NULL",1,"NULL","GE","CT","2018-04-10 17:58:25",180000,"Used","NULL","USD","CT Scanner GE LightSpeed VCT 64 The GE LightSpeed VCT is a whole body CT scanner that has been designed to produce advanced cardiac and neuro imaging using SnapShot Pulse. This scanner also uses the VolumeShuttle acquisition technique to enable 80 mm of volume coverage. Feel free to contact me for more information: Phone: +38 095 2383 415 Email: natalia@bimedis.com https://bimedis.com/contacts Item details: https://goo.gl/n1wsqv Used equipment can sell very quickly. Contact the seller asap to discuss this GE LightSpeed VCT 64.","NULL","NULL","NULL","US","NULL","NULL","NULL","NULL","NULL",1,"Nataliya Nataliya","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Kit-Mondo","Website","http://www.kitmondo.com/used-ge-lightspeed-vct-64-for-sale-5/ref649052","GE LightSpeed VCT 64","NULL","NULL","medicalDB180409.csv","   GE LightSpeed VCT 64  ",2018-04-10,"GE LightSpeed VCT 64","Lightspeed VCT 64","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","US",1
